image_id,split,label,EAR,MAR,Circularity,MOE
train_3243,train,not_drowsy,0.3513,0.6543,0.5902,1.8625
train_8777,train,not_drowsy,0.3598,0.6183,0.5973,1.7183
train_6249,train,not_drowsy,0.3796,0.6946,0.6014,1.83
train_5128,train,not_drowsy,0.41,0.7195,0.6311,1.755
train_6051,train,not_drowsy,0.4087,0.8441,0.6279,2.0653
train_4417,train,not_drowsy,0.4248,0.7018,0.6452,1.6523
train_417,train,not_drowsy,0.3059,0.9198,0.3598,3.0066
train_1504,train,not_drowsy,0.2947,0.9333,0.3641,3.1671
train_7292,train,not_drowsy,0.3314,0.7055,0.5797,2.1291
train_9290,train,not_drowsy,0.3432,0.6683,0.5814,1.9475
train_1061,train,not_drowsy,0.4669,0.8722,0.6301,1.8682
train_4110,train,not_drowsy,0.4507,0.9391,0.6072,2.0838
train_5929,train,not_drowsy,0.4697,0.9266,0.6265,1.9728
train_527,train,not_drowsy,0.3643,0.7161,0.5905,1.9656
train_8242,train,not_drowsy,0.2616,0.9209,0.5063,3.5197
train_3247,train,not_drowsy,0.3716,0.8636,0.429,2.324
train_4349,train,not_drowsy,0.5211,0.9285,0.5841,1.7817
train_5292,train,not_drowsy,0.2961,0.8104,0.505,2.7374
train_2583,train,not_drowsy,0.2831,1.0338,0.5193,3.6511
train_5742,train,not_drowsy,0.3869,0.8838,0.5122,2.2841
train_2583,train,not_drowsy,0.2831,1.0338,0.5193,3.6511
train_9906,train,not_drowsy,0.4024,1.0917,0.5864,2.7132
train_7542,train,not_drowsy,0.2783,1.0907,0.5049,3.9197
train_9586,train,not_drowsy,0.4255,1.1838,0.5978,2.7822
train_7951,train,not_drowsy,0.457,0.7573,0.6311,1.6572
train_3908,train,not_drowsy,0.4775,1.1088,0.6581,2.3221
train_1663,train,not_drowsy,0.4813,0.9929,0.7544,2.0629
train_3683,train,not_drowsy,0.2877,1.1627,0.5002,4.0418
train_9697,train,not_drowsy,0.4237,1.2378,0.5318,2.9216
train_9462,train,not_drowsy,0.332,1.146,0.5649,3.4523
train_5009,train,not_drowsy,0.4071,1.2386,0.5436,3.0424
train_9017,train,not_drowsy,0.3034,0.9209,0.4857,3.0357
train_1556,train,not_drowsy,0.28,0.9412,0.4258,3.3615
train_6497,train,not_drowsy,0.4522,1.2804,0.51,2.8313
train_5445,train,not_drowsy,0.3722,1.234,0.5716,3.3155
train_9830,train,not_drowsy,0.2813,1.136,0.4452,4.0383
train_1244,train,not_drowsy,0.4852,1.1638,0.5699,2.3986
train_8049,train,not_drowsy,0.2882,0.9819,0.493,3.4074
train_5005,train,not_drowsy,0.1984,1.0402,0.4794,5.2438
train_2854,train,not_drowsy,0.2318,0.919,0.5138,3.9651
train_7280,train,not_drowsy,0.4949,1.2321,0.4851,2.4897
train_3812,train,not_drowsy,0.3911,1.1551,0.5286,2.9532
train_646,train,not_drowsy,0.2702,0.9269,0.4959,3.4308
train_7613,train,not_drowsy,0.1594,0.4011,0.3827,2.5156
train_1066,train,not_drowsy,0.3924,1.3158,0.5354,3.3536
train_6107,train,not_drowsy,0.44,1.2325,0.62,2.8009
train_5231,train,not_drowsy,0.4842,1.3129,0.5742,2.7115
train_1948,train,not_drowsy,0.3003,0.9348,0.5362,3.1132
train_8590,train,not_drowsy,0.4444,1.0338,0.6202,2.3264
train_2777,train,not_drowsy,0.4493,1.082,0.6437,2.4084
train_1666,train,not_drowsy,0.441,0.986,0.6026,2.2359
train_2262,train,not_drowsy,0.4407,0.9883,0.6021,2.2423
train_4880,train,not_drowsy,0.2116,0.7442,0.3728,3.5167
train_7195,train,not_drowsy,0.411,0.8035,0.6602,1.955
train_2080,train,not_drowsy,0.3693,0.8998,0.5877,2.4364
train_8317,train,not_drowsy,0.384,0.879,0.5991,2.2889
train_7736,train,not_drowsy,0.142,0.6608,0.3406,4.6541
train_5085,train,not_drowsy,0.422,1.1539,0.6255,2.7347
train_4335,train,not_drowsy,0.2683,0.9235,0.4922,3.4425
train_693,train,not_drowsy,0.3722,1.0415,0.506,2.7979
train_5735,train,not_drowsy,0.4761,1.2674,0.4737,2.6618
train_2005,train,not_drowsy,0.522,1.2819,0.5648,2.4559
train_1113,train,not_drowsy,0.288,0.7655,0.4896,2.6575
train_1113,train,not_drowsy,0.288,0.7655,0.4896,2.6575
train_158,train,not_drowsy,0.4637,1.4413,0.5762,3.1082
train_4526,train,not_drowsy,0.517,1.4483,0.5643,2.8016
train_8066,train,not_drowsy,0.5283,1.0932,0.619,2.0694
train_5695,train,not_drowsy,0.3558,0.8889,0.5073,2.4982
train_9647,train,not_drowsy,0.4956,0.668,0.7131,1.3478
train_6484,train,not_drowsy,0.3445,1.2092,0.4886,3.5105
train_3462,train,not_drowsy,0.2208,1.3166,0.3989,5.9617
train_8294,train,not_drowsy,0.3347,1.1992,0.512,3.5826
train_8628,train,not_drowsy,0.1241,0.7461,0.3471,6.0096
train_3512,train,not_drowsy,0.2966,0.9836,0.4951,3.3166
train_6447,train,not_drowsy,0.22,0.5092,0.3833,2.315
train_3154,train,not_drowsy,0.319,0.9844,0.5407,3.0858
train_2442,train,not_drowsy,0.0895,0.7515,0.3189,8.3976
train_489,train,not_drowsy,0.354,1.0111,0.4622,2.8562
train_9903,train,not_drowsy,0.3563,1.0422,0.4722,2.925
train_2180,train,not_drowsy,0.3479,1.0114,0.5605,2.9068
train_2614,train,not_drowsy,0.0974,0.7421,0.3233,7.6189
train_4486,train,not_drowsy,0.1056,0.7436,0.3012,7.0417
train_6419,train,not_drowsy,0.4262,0.9729,0.6077,2.2827
train_3943,train,not_drowsy,0.4259,0.8083,0.6051,1.898
train_597,train,not_drowsy,0.4229,1.1182,0.628,2.6441
train_5308,train,not_drowsy,0.0976,0.7552,0.313,7.7344
train_2712,train,not_drowsy,0.4242,1.1235,0.6339,2.6482
train_4022,train,not_drowsy,0.4829,1.1365,0.531,2.3537
train_7175,train,not_drowsy,0.0786,0.5965,0.3238,7.5909
train_8227,train,not_drowsy,0.5146,1.1786,0.6,2.2902
train_6259,train,not_drowsy,0.0752,0.6004,0.331,7.9811
train_7545,train,not_drowsy,0.0959,0.7389,0.3253,7.7025
train_1128,train,not_drowsy,0.106,0.7393,0.3218,6.9754
train_1633,train,not_drowsy,0.4707,0.9518,0.7068,2.0221
train_1919,train,not_drowsy,0.4191,1.0998,0.5153,2.6242
train_8601,train,not_drowsy,0.1045,0.7516,0.3249,7.1889
train_8524,train,not_drowsy,0.2038,0.6395,0.4502,3.1381
train_5420,train,not_drowsy,0.0996,0.739,0.3261,7.4197
train_3212,train,not_drowsy,0.4835,1.1495,0.5375,2.3773
train_2441,train,not_drowsy,0.2349,0.6872,0.4408,2.9258
train_5582,train,not_drowsy,0.2284,0.6941,0.4313,3.0386
train_3475,train,not_drowsy,0.2467,0.6856,0.4529,2.7795
train_7544,train,not_drowsy,0.3409,1.216,0.3713,3.5667
train_6274,train,not_drowsy,0.1129,0.7183,0.3464,6.3648
train_7544,train,not_drowsy,0.3409,1.216,0.3713,3.5667
train_2095,train,not_drowsy,0.3493,1.2228,0.3666,3.5011
train_4266,train,not_drowsy,0.0875,0.6395,0.3659,7.3123
train_2783,train,not_drowsy,0.0772,0.6546,0.3123,8.4753
train_6326,train,not_drowsy,0.083,0.6586,0.3218,7.9394
train_6184,train,not_drowsy,0.0832,0.6815,0.3118,8.192
train_1954,train,not_drowsy,0.1013,0.7308,0.3359,7.2107
train_6428,train,not_drowsy,0.4456,0.988,0.6861,2.2173
train_2330,train,not_drowsy,0.4997,1.2444,0.6289,2.4903
train_1935,train,not_drowsy,0.4421,1.0977,0.6378,2.4828
train_8783,train,not_drowsy,0.1112,0.741,0.3358,6.6666
train_1573,train,not_drowsy,0.4679,1.0617,0.6823,2.2692
train_734,train,not_drowsy,0.1231,0.6483,0.2924,5.2671
train_4243,train,not_drowsy,0.5155,1.1823,0.6607,2.2933
train_4184,train,not_drowsy,0.0659,0.6965,0.3221,10.5735
train_1734,train,not_drowsy,0.5285,1.2012,0.6657,2.2727
train_4770,train,not_drowsy,0.0796,0.7481,0.3466,9.3995
train_7261,train,not_drowsy,0.0955,0.7364,0.36,7.7117
train_4877,train,not_drowsy,0.0628,0.6577,0.3315,10.471
train_2515,train,not_drowsy,0.081,0.7556,0.3339,9.3331
train_4512,train,not_drowsy,0.1183,0.659,0.3327,5.5721
train_1676,train,not_drowsy,0.0786,0.7467,0.3376,9.495
train_9747,train,not_drowsy,0.1056,0.7115,0.3288,6.7392
train_4595,train,not_drowsy,0.7246,1.1123,0.7726,1.5352
train_3859,train,not_drowsy,0.1136,0.7583,0.3279,6.6745
train_4171,train,not_drowsy,0.6273,1.1034,0.5382,1.759
train_4451,train,not_drowsy,0.4235,0.9522,0.6121,2.2485
train_3259,train,not_drowsy,0.4245,0.952,0.6112,2.2428
train_4980,train,not_drowsy,0.4673,0.9166,0.6946,1.9613
train_7996,train,not_drowsy,0.451,0.9883,0.6795,2.1913
train_7435,train,not_drowsy,0.4458,1.0242,0.6688,2.2975
train_4660,train,not_drowsy,0.1479,0.6077,0.3558,4.1104
train_7353,train,not_drowsy,0.0724,0.7685,0.3458,10.6173
train_9065,train,not_drowsy,0.1165,0.6351,0.3274,5.4512
train_3005,train,not_drowsy,0.2328,0.7718,0.4406,3.3152
train_7905,train,not_drowsy,0.227,0.8145,0.4535,3.588
train_9086,train,not_drowsy,0.293,0.988,0.5218,3.3724
train_4637,train,not_drowsy,0.0915,0.8059,0.3729,8.8043
train_2894,train,not_drowsy,0.2862,1.0231,0.5072,3.5753
train_302,train,not_drowsy,0.243,0.7672,0.4543,3.1569
train_302,train,not_drowsy,0.243,0.7672,0.4543,3.1569
train_302,train,not_drowsy,0.243,0.7672,0.4543,3.1569
train_4213,train,not_drowsy,0.2701,0.6868,0.4719,2.5429
train_8813,train,not_drowsy,0.0838,0.7296,0.3465,8.7028
train_5355,train,not_drowsy,0.0766,0.7138,0.3299,9.3174
train_5763,train,not_drowsy,0.0867,0.738,0.338,8.5117
train_6182,train,not_drowsy,0.2443,0.9625,0.4663,3.939
train_5223,train,not_drowsy,0.0813,0.7437,0.3282,9.1517
train_5270,train,not_drowsy,0.1234,0.4716,0.3596,3.8225
train_9789,train,not_drowsy,0.0917,0.7452,0.3381,8.1231
train_9355,train,not_drowsy,0.2173,0.7479,0.4073,3.4421
train_1182,train,not_drowsy,0.2657,0.7497,0.4689,2.8215
train_2653,train,not_drowsy,0.2395,0.7926,0.4496,3.3088
train_688,train,not_drowsy,0.6542,1.0936,0.5276,1.6716
train_5306,train,not_drowsy,0.5685,1.1617,0.547,2.0435
train_6624,train,not_drowsy,0.0871,0.7342,0.3531,8.4278
train_7156,train,not_drowsy,0.0675,0.6871,0.3337,10.1831
train_7577,train,not_drowsy,0.0851,0.6978,0.3228,8.1958
train_8543,train,not_drowsy,0.5608,1.0384,0.4193,1.8517
train_2577,train,not_drowsy,0.3698,0.9182,0.5334,2.4831
train_5072,train,not_drowsy,0.087,0.722,0.3558,8.2961
train_2058,train,not_drowsy,0.1372,0.7128,0.3072,5.1958
train_2011,train,not_drowsy,0.2731,0.7979,0.4827,2.9214
train_8559,train,not_drowsy,0.3354,0.7877,0.525,2.3487
train_8629,train,not_drowsy,0.08,0.7476,0.3472,9.3399
train_2864,train,not_drowsy,0.2742,0.8031,0.483,2.9293
train_5028,train,not_drowsy,0.1021,0.5175,0.3962,5.0698
train_8042,train,not_drowsy,0.0928,0.7484,0.3651,8.061
train_9933,train,not_drowsy,0.2535,0.7238,0.4654,2.8556
train_9415,train,not_drowsy,0.2572,0.7661,0.4645,2.9784
train_7592,train,not_drowsy,0.0911,0.7198,0.3522,7.9044
train_1520,train,not_drowsy,0.2711,0.7621,0.4555,2.8113
train_8244,train,not_drowsy,0.2403,0.7667,0.4396,3.1909
train_4589,train,not_drowsy,0.0994,0.6835,0.3245,6.8746
train_802,train,not_drowsy,0.1153,0.6238,0.3491,5.4108
train_8244,train,not_drowsy,0.2403,0.7667,0.4396,3.1909
train_3363,train,not_drowsy,0.0875,0.6734,0.3215,7.6988
train_3057,train,not_drowsy,0.096,0.754,0.3313,7.854
train_1852,train,not_drowsy,0.0917,0.6378,0.3156,6.9579
train_7574,train,not_drowsy,0.295,1.0391,0.4841,3.5226
train_8095,train,not_drowsy,0.4047,0.9849,0.5948,2.4337
train_7424,train,not_drowsy,0.3362,0.8449,0.5245,2.5133
train_3923,train,not_drowsy,0.4062,0.8346,0.6249,2.0544
train_9547,train,not_drowsy,0.3362,0.8465,0.5264,2.5178
train_354,train,not_drowsy,0.3422,0.8535,0.5405,2.4943
train_4247,train,not_drowsy,0.1149,0.5577,0.3418,4.8548
train_1283,train,not_drowsy,0.1084,0.7313,0.3428,6.7483
train_9002,train,not_drowsy,0.1012,0.7553,0.3441,7.4611
train_839,train,not_drowsy,0.4804,1.0822,0.6353,2.2526
train_7759,train,not_drowsy,0.327,0.98,0.5408,2.9973
train_6770,train,not_drowsy,0.1106,0.676,0.3196,6.1146
train_9660,train,not_drowsy,0.3279,1.1414,0.5001,3.4807
train_380,train,not_drowsy,0.116,0.701,0.3358,6.0439
train_1495,train,not_drowsy,0.354,1.1114,0.5211,3.1393
train_940,train,not_drowsy,0.1131,0.6682,0.3183,5.9076
train_7232,train,not_drowsy,0.1211,0.725,0.3201,5.9862
train_7801,train,not_drowsy,0.3896,0.9018,0.5924,2.3146
train_7061,train,not_drowsy,0.4105,0.9114,0.6278,2.2201
train_9146,train,not_drowsy,0.1054,0.5391,0.3293,5.1136
train_515,train,not_drowsy,0.3617,1.0515,0.5151,2.9071
train_6405,train,not_drowsy,0.1205,0.731,0.3259,6.0648
train_189,train,not_drowsy,0.1287,0.6637,0.3107,5.1574
train_4700,train,not_drowsy,0.0992,0.6133,0.3408,6.185
train_4278,train,not_drowsy,0.3784,0.8566,0.609,2.2636
train_4356,train,not_drowsy,0.3798,0.8271,0.6202,2.1775
train_7777,train,not_drowsy,0.074,0.6361,0.3262,8.5977
train_6431,train,not_drowsy,0.0557,0.6435,0.3345,11.5532
train_5326,train,not_drowsy,0.1266,0.6807,0.321,5.3775
train_3238,train,not_drowsy,0.3941,1.1863,0.5693,3.0105
train_6823,train,not_drowsy,0.1216,0.6855,0.3286,5.6387
train_4905,train,not_drowsy,0.2701,0.6867,0.4606,2.5427
train_3339,train,not_drowsy,0.2739,0.6899,0.4648,2.5194
train_9364,train,not_drowsy,0.2714,0.6882,0.4614,2.5362
train_4905,train,not_drowsy,0.2701,0.6867,0.4606,2.5427
train_277,train,not_drowsy,0.3661,0.7765,0.5845,2.1211
train_277,train,not_drowsy,0.3661,0.7765,0.5845,2.1211
train_5330,train,not_drowsy,0.2711,0.9033,0.4837,3.3314
train_9587,train,not_drowsy,0.1602,0.512,0.3566,3.1954
train_7459,train,not_drowsy,0.3233,0.977,0.5138,3.0216
train_5192,train,not_drowsy,0.1054,0.6568,0.3121,6.2302
train_3465,train,not_drowsy,0.1106,0.6518,0.314,5.8953
train_6293,train,not_drowsy,0.089,0.7047,0.3234,7.9194
train_8359,train,not_drowsy,0.0915,0.6209,0.3083,6.7832
train_2106,train,not_drowsy,0.0827,0.6323,0.3151,7.6462
train_4250,train,not_drowsy,0.1582,0.9972,0.4358,6.303
train_1848,train,not_drowsy,0.1619,0.8799,0.4512,5.4365
train_1027,train,not_drowsy,0.0934,0.6197,0.3113,6.6362
train_9998,train,not_drowsy,0.1105,0.7089,0.3397,6.4151
train_6217,train,not_drowsy,0.1316,0.7686,0.3803,5.8385
train_18,train,not_drowsy,0.2678,0.7853,0.4355,2.9325
train_8804,train,not_drowsy,0.2512,0.7624,0.4176,3.0347
train_4453,train,not_drowsy,0.2586,0.7514,0.4226,2.9062
train_3867,train,not_drowsy,0.3603,0.8086,0.5261,2.2443
train_9563,train,not_drowsy,0.3616,0.8812,0.5854,2.437
train_7908,train,not_drowsy,0.0864,0.627,0.3442,7.2551
train_3139,train,not_drowsy,0.1259,0.728,0.325,5.7802
train_5955,train,not_drowsy,0.3619,1.0341,0.5701,2.8574
train_4634,train,not_drowsy,0.0861,0.7403,0.3076,8.5987
train_8621,train,not_drowsy,0.3657,0.9824,0.5764,2.6864
train_7538,train,not_drowsy,0.3269,0.9718,0.5235,2.9724
train_4802,train,not_drowsy,0.0785,0.6829,0.3074,8.6962
train_8180,train,not_drowsy,0.3677,0.9402,0.5824,2.5572
train_1644,train,not_drowsy,0.4495,1.0241,0.6817,2.2784
train_5688,train,not_drowsy,0.2589,0.9565,0.504,3.6952
train_689,train,not_drowsy,0.2404,0.8043,0.5272,3.346
train_568,train,not_drowsy,0.3626,0.9535,0.5651,2.6295
train_5745,train,not_drowsy,0.3851,1.0293,0.6063,2.6725
train_6055,train,not_drowsy,0.3708,0.9928,0.5816,2.6775
train_4969,train,not_drowsy,0.0828,0.7219,0.3144,8.7198
train_6449,train,not_drowsy,0.4244,0.9391,0.6374,2.2128
train_2117,train,not_drowsy,0.423,1.0411,0.6335,2.4614
train_4853,train,not_drowsy,0.429,1.0334,0.6396,2.4089
train_2117,train,not_drowsy,0.423,1.0411,0.6335,2.4614
train_5572,train,not_drowsy,0.3779,1.0823,0.5566,2.8639
train_1199,train,not_drowsy,0.2897,0.9797,0.4141,3.3813
train_1781,train,not_drowsy,0.1322,0.7564,0.3273,5.7217
train_9302,train,not_drowsy,0.1006,0.7042,0.3088,6.9985
train_1494,train,not_drowsy,0.3555,0.736,0.5947,2.0701
train_1631,train,not_drowsy,0.3839,0.754,0.6018,1.9642
train_1094,train,not_drowsy,0.3124,0.8818,0.4953,2.8229
train_1094,train,not_drowsy,0.3124,0.8818,0.4953,2.8229
train_1094,train,not_drowsy,0.3124,0.8818,0.4953,2.8229
train_5878,train,not_drowsy,0.1158,0.6604,0.3125,5.7033
train_5301,train,not_drowsy,0.3767,1.0803,0.3914,2.8678
train_9277,train,not_drowsy,0.107,0.6729,0.323,6.2883
train_8789,train,not_drowsy,0.6316,1.0727,0.5393,1.6985
train_9086,train,not_drowsy,0.3616,1.0141,0.412,2.8049
train_6004,train,not_drowsy,0.1095,0.7188,0.3248,6.5657
train_5012,train,not_drowsy,0.6117,1.3298,0.4419,2.1741
train_5012,train,not_drowsy,0.6117,1.3298,0.4419,2.1741
train_1216,train,not_drowsy,0.0904,0.6448,0.3225,7.1343
train_7983,train,not_drowsy,0.3143,0.6368,0.5289,2.0259
train_1142,train,not_drowsy,0.1089,0.435,0.3366,3.9953
train_2391,train,not_drowsy,0.101,0.6787,0.3139,6.7215
train_344,train,not_drowsy,0.1028,0.7039,0.317,6.85
train_9179,train,not_drowsy,0.3281,0.6529,0.5496,1.9901
train_725,train,not_drowsy,0.104,0.7096,0.3045,6.8254
train_2439,train,not_drowsy,0.1067,0.6993,0.3138,6.555
train_4756,train,not_drowsy,0.0995,0.5164,0.3372,5.1872
train_625,train,not_drowsy,0.4315,1.2253,0.5184,2.8393
train_6651,train,not_drowsy,0.3251,0.7003,0.4953,2.1544
train_6651,train,not_drowsy,0.3251,0.7003,0.4953,2.1544
train_9116,train,not_drowsy,0.0825,0.6777,0.3098,8.2177
train_1464,train,not_drowsy,0.0999,0.6875,0.319,6.8847
train_4204,train,not_drowsy,0.107,0.6843,0.3061,6.3949
train_1135,train,not_drowsy,0.1957,0.7321,0.4111,3.7405
train_1135,train,not_drowsy,0.1957,0.7321,0.4111,3.7405
train_6509,train,not_drowsy,0.2283,0.8954,0.4355,3.9213
train_2554,train,not_drowsy,0.3,0.8372,0.5154,2.7906
train_4392,train,not_drowsy,0.3132,1.0127,0.5289,3.2333
train_1314,train,not_drowsy,0.0661,0.6662,0.3126,10.0742
train_9398,train,not_drowsy,0.0954,0.4939,0.3071,5.1787
train_9695,train,not_drowsy,0.2911,0.8479,0.5225,2.9127
train_6759,train,not_drowsy,0.2836,1.1319,0.4996,3.991
train_3129,train,not_drowsy,0.1157,0.7247,0.3093,6.2639
train_8290,train,not_drowsy,0.3341,0.6337,0.6232,1.8969
train_7935,train,not_drowsy,0.3231,0.6399,0.6013,1.9807
train_2926,train,not_drowsy,0.1557,0.6982,0.3422,4.4848
train_1493,train,not_drowsy,0.1442,0.6975,0.3404,4.8379
train_3271,train,not_drowsy,0.1438,0.7055,0.3331,4.9058
train_1539,train,not_drowsy,0.4874,1.0204,0.6684,2.0936
train_6232,train,not_drowsy,0.2776,0.9412,0.4827,3.391
train_923,train,not_drowsy,0.3234,1.0551,0.5261,3.2623
train_6999,train,not_drowsy,0.2529,1.0918,0.4736,4.3174
train_7184,train,not_drowsy,0.1243,0.7273,0.3342,5.8491
train_6219,train,not_drowsy,0.4377,0.9253,0.6567,2.114
train_6117,train,not_drowsy,0.0963,0.6955,0.3398,7.2181
train_8377,train,not_drowsy,0.228,1.3177,0.407,5.7802
train_4519,train,not_drowsy,0.2376,0.9183,0.4891,3.8646
train_9336,train,not_drowsy,0.2624,1.3419,0.4038,5.1137
train_2471,train,not_drowsy,0.2509,1.2498,0.4314,4.9809
train_4519,train,not_drowsy,0.2376,0.9183,0.4891,3.8646
train_336,train,not_drowsy,0.0963,0.6861,0.3304,7.1226
train_4927,train,not_drowsy,0.305,1.2353,0.4753,4.0505
train_2066,train,not_drowsy,0.2931,1.0304,0.5142,3.5149
train_2066,train,not_drowsy,0.2931,1.0304,0.5142,3.5149
train_2639,train,not_drowsy,0.1271,0.701,0.341,5.516
train_9498,train,not_drowsy,0.3095,1.0798,0.5155,3.4884
train_8004,train,not_drowsy,0.2658,0.9811,0.4787,3.6917
train_2077,train,not_drowsy,0.1732,0.6634,0.384,3.831
train_1915,train,not_drowsy,0.0663,0.6651,0.3369,10.0354
train_794,train,not_drowsy,0.2983,1.4073,0.443,4.7178
train_9982,train,not_drowsy,0.1566,0.6552,0.4028,4.1843
train_4312,train,not_drowsy,0.0764,0.4436,0.3395,5.8055
train_4661,train,not_drowsy,0.3315,1.0623,0.4941,3.2043
train_8735,train,not_drowsy,0.1404,0.7456,0.3622,5.3093
train_5685,train,not_drowsy,0.1432,0.7388,0.3505,5.1602
train_1949,train,not_drowsy,0.0789,0.6051,0.3767,7.6701
train_634,train,not_drowsy,0.5243,0.9854,0.6527,1.8796
train_5020,train,not_drowsy,0.0987,0.5852,0.3084,5.9313
train_7800,train,not_drowsy,0.0877,0.6725,0.3193,7.6707
train_1459,train,not_drowsy,0.5362,0.9531,0.6726,1.7775
train_493,train,not_drowsy,0.4422,0.6928,0.6291,1.5667
train_2118,train,not_drowsy,0.4464,0.8098,0.6443,1.814
train_1474,train,not_drowsy,0.4339,0.7029,0.6193,1.6201
train_1474,train,not_drowsy,0.4339,0.7029,0.6193,1.6201
train_6306,train,not_drowsy,0.4432,0.7011,0.627,1.5818
train_1618,train,not_drowsy,0.097,0.7054,0.3383,7.2735
train_5507,train,not_drowsy,0.149,0.6575,0.3951,4.4135
train_6767,train,not_drowsy,0.0638,0.6766,0.3213,10.6072
train_2636,train,not_drowsy,0.1202,0.7279,0.3025,6.0561
train_6104,train,not_drowsy,0.6186,0.9066,0.6544,1.4655
train_1587,train,not_drowsy,0.6232,0.9711,0.6345,1.5583
train_4118,train,not_drowsy,0.1248,0.707,0.3205,5.6641
train_7829,train,not_drowsy,0.5623,1.1112,0.5895,1.9761
train_3647,train,not_drowsy,0.1009,0.6482,0.2996,6.4251
train_6892,train,not_drowsy,0.3187,0.9415,0.5167,2.9543
train_6892,train,not_drowsy,0.3187,0.9415,0.5167,2.9543
train_4415,train,not_drowsy,0.0512,0.6783,0.3026,13.2489
train_9269,train,not_drowsy,0.1121,0.6953,0.3276,6.2039
train_3921,train,not_drowsy,0.5196,0.961,0.7089,1.8494
train_3097,train,not_drowsy,0.3035,0.874,0.5284,2.8793
train_1893,train,not_drowsy,0.3907,1.1116,0.5769,2.8452
train_2179,train,not_drowsy,0.3901,1.1178,0.5759,2.8658
train_6130,train,not_drowsy,0.5642,0.7949,0.5902,1.4088
train_1872,train,not_drowsy,0.1155,0.5462,0.295,4.7285
train_4160,train,not_drowsy,0.459,1.2962,0.577,2.8238
train_485,train,not_drowsy,0.3869,0.7561,0.6258,1.9545
train_4160,train,not_drowsy,0.459,1.2962,0.577,2.8238
train_193,train,not_drowsy,0.1971,0.596,0.3796,3.0231
train_6857,train,not_drowsy,0.1208,0.7333,0.3205,6.0712
train_7621,train,not_drowsy,0.1002,0.6832,0.3049,6.815
train_6974,train,not_drowsy,0.2459,1.3091,0.398,5.3242
train_8775,train,not_drowsy,0.135,0.5044,0.3577,3.7371
train_2796,train,not_drowsy,0.6171,1.0191,0.6784,1.6513
train_8395,train,not_drowsy,0.2593,1.182,0.4937,4.5583
train_3650,train,not_drowsy,0.1061,0.5783,0.3463,5.4508
train_9796,train,not_drowsy,0.4732,1.3764,0.4282,2.9086
train_4832,train,not_drowsy,0.4054,1.3783,0.4824,3.4
train_2244,train,not_drowsy,0.7954,0.9641,0.7282,1.2121
train_2994,train,not_drowsy,0.4308,1.4273,0.4253,3.313
train_1585,train,not_drowsy,0.0728,0.6854,0.3143,9.4094
train_8304,train,not_drowsy,0.3235,1.0644,0.3101,3.2899
train_4369,train,not_drowsy,0.0818,0.65,0.2968,7.9413
train_9357,train,not_drowsy,0.6407,0.9855,0.7272,1.5381
train_8815,train,not_drowsy,0.4374,0.7812,0.6124,1.7858
train_8304,train,not_drowsy,0.3235,1.0644,0.3101,3.2899
train_8149,train,not_drowsy,0.6099,1.0047,0.6555,1.6472
train_7152,train,not_drowsy,0.0888,0.7479,0.3402,8.4222
train_1181,train,not_drowsy,0.0989,0.7475,0.3433,7.5611
train_3620,train,not_drowsy,0.0856,0.6798,0.3235,7.9421
train_3787,train,not_drowsy,0.3606,1.1603,0.5612,3.2179
train_79,train,not_drowsy,0.4037,1.064,0.6128,2.6355
train_5957,train,not_drowsy,0.1201,0.5886,0.3473,4.9027
train_9918,train,not_drowsy,0.1017,0.6273,0.3245,6.1681
train_5996,train,not_drowsy,0.3234,1.2504,0.4371,3.866
train_1774,train,not_drowsy,0.0956,0.676,0.3202,7.073
train_5131,train,not_drowsy,0.3188,1.0731,0.5062,3.3659
train_5011,train,not_drowsy,0.098,0.6896,0.3244,7.0345
train_3565,train,not_drowsy,0.1156,0.7205,0.3171,6.235
train_6308,train,not_drowsy,0.3136,0.8814,0.5705,2.8107
train_3711,train,not_drowsy,0.1111,0.7051,0.3345,6.3451
train_2070,train,not_drowsy,0.3056,1.1244,0.5281,3.6795
train_6667,train,not_drowsy,0.1066,0.6829,0.3369,6.4076
train_8139,train,not_drowsy,0.1154,0.6836,0.3365,5.9249
train_295,train,not_drowsy,0.12,0.6489,0.3431,5.4096
train_3864,train,not_drowsy,0.0902,0.7039,0.3226,7.8048
train_5285,train,not_drowsy,0.3101,1.1888,0.4956,3.8338
train_5611,train,not_drowsy,0.1178,0.6906,0.2951,5.8617
train_2380,train,not_drowsy,0.4455,1.1869,0.551,2.6642
train_2380,train,not_drowsy,0.4455,1.1869,0.551,2.6642
train_8148,train,not_drowsy,0.0938,0.6844,0.317,7.2935
train_2243,train,not_drowsy,0.3057,1.0569,0.5366,3.4567
train_2634,train,not_drowsy,0.309,1.0552,0.5479,3.4147
train_9334,train,not_drowsy,0.0877,0.7037,0.3262,8.0252
train_4259,train,not_drowsy,0.3004,1.0514,0.5328,3.4995
train_9074,train,not_drowsy,0.1084,0.6767,0.3279,6.2446
train_7928,train,not_drowsy,0.4604,1.0291,0.6926,2.2354
train_3403,train,not_drowsy,0.3812,1.2052,0.6019,3.1611
train_1620,train,not_drowsy,0.3788,0.7037,0.6079,1.8579
train_9702,train,not_drowsy,0.3715,1.223,0.6003,3.2923
train_8016,train,not_drowsy,0.374,1.234,0.6043,3.2999
train_5044,train,not_drowsy,0.1059,0.6893,0.3213,6.5083
